,Specimen_name,Age,CS,Subclass,Major_clades,Species,CS_logged,CS_percent_adult,Percent_binned,CS_binned,CS_binned_group,Ordered,Binned_age,Dev_strategy,Diet,Diet_3
136,Setonix_brachyurus_NHMUK_1989.587,I,174.0349133,Metatheria,Marsupialia,Setonix brachyurus,5.15925593,53.48089898,Group2,I,Group2,8,Group3,Super-altricial,Herbivore,Herbivore
137,Setonix_brachyurus_NHMUK_1989.588,I,185.9511639,Metatheria,Marsupialia,Setonix brachyurus,5.22548408,57.14276074,Group3,I,Group2,10,Group3,Super-altricial,Herbivore,Herbivore
138,Setonix_brachyurus_NHMUK_1989.589,I,176.5752179,Metatheria,Marsupialia,Setonix brachyurus,5.173746949,54.26153415,Group3,I,Group2,9,Group3,Super-altricial,Herbivore,Herbivore
139,Setonix_brachyurus_NHMUK_1989.590,I,194.68452,Metatheria,Marsupialia,Setonix brachyurus,5.271380402,59.82651957,Group3,SA,Group3,12,Group3,Super-altricial,Herbivore,Herbivore
140,Setonix_brachyurus_NHMUK_1989.591,I,189.8350186,Metatheria,Marsupialia,Setonix brachyurus,5.246155372,58.33626863,Group3,I,Group2,11,Group3,Super-altricial,Herbivore,Herbivore
141,Setonix_brachyurus_NHMUK_6.8.1.245,A,325.4150858,Metatheria,Marsupialia,Setonix brachyurus,5.785101554,100,Group4,A,Group4,13,Group4,Super-altricial,Herbivore,Herbivore
142,Sminthopsis_macroura_Smac54dPYA_No44_08_54days,I,75.42883544,Metatheria,Marsupialia,Sminthopsis macroura,4.323189635,76.27796501,Group3,I,Group2,4,Group3,Super-altricial,Insectivore,Faunivore
143,Sminthopsis_macroura_Smac64_9_09_64days,I,79.71220518,Metatheria,Marsupialia,Sminthopsis macroura,4.378422713,80.60955419,Group4,I,Group2,5,Group3,Super-altricial,Insectivore,Faunivore
144,Sminthopsis_macroura_SmacAdult33_08_adult,A,98.88679572,Metatheria,Marsupialia,Sminthopsis macroura,4.593975718,100,Group4,A,Group4,7,Group4,Super-altricial,Insectivore,Faunivore
145,Sminthopsis_macroura_Smacd19_19days,E,25.63149631,Metatheria,Marsupialia,Sminthopsis macroura,3.24382192,25.9200393,Group1,E,Group1,1,Group1,Super-altricial,Insectivore,Faunivore
146,Sminthopsis_macroura_Smacd22_22days,I,28.74398652,Metatheria,Marsupialia,Sminthopsis macroura,3.358428581,29.06756793,Group1,I,Group2,2,Group2,Super-altricial,Insectivore,Faunivore
147,Sminthopsis_macroura_Smacd31_31days,I,40.37301685,Metatheria,Marsupialia,Sminthopsis macroura,3.698161662,40.82751044,Group2,I,Group2,3,Group2,Super-altricial,Insectivore,Faunivore
148,Sminthopsis_macroura_SmacPYE74d_No14_08_74days,I,84.05905124,Metatheria,Marsupialia,Sminthopsis macroura,4.431519543,85.00533426,Group4,SA,Group3,6,Group3,Super-altricial,Insectivore,Faunivore
149,Talpa_europaea_NHMUK_19.4.57,I,121.1665614,Eutheria,Laurasiatheria,Talpa europaea,4.79716614,94.25352262,Group4,SA,Group3,6,Group3,Altricial,Insectivore,Faunivore
150,Talpa_europaea_NHMUK_1989.565,A,128.5538811,Eutheria,Laurasiatheria,Talpa europaea,4.856348125,100,Group4,A,Group4,7,Group4,Altricial,Insectivore,Faunivore
151,Talpa_europaea_NHMUK_57.366,I,102.275169,Eutheria,Laurasiatheria,Talpa europaea,4.627666916,79.5582118,Group4,I,Group2,4,Group2,Altricial,Insectivore,Faunivore
152,Talpa_europaea_NHMUK_57.367,I,117.2339064,Eutheria,Laurasiatheria,Talpa europaea,4.764171139,91.19437344,Group4,I,Group2,5,Group3,Altricial,Insectivore,Faunivore
153,Talpa_europaea_NHMUK_57.368,I,82.41860964,Eutheria,Laurasiatheria,Talpa europaea,4.411811257,64.1121131,Group3,I,Group2,2,Group2,Altricial,Insectivore,Faunivore
154,Talpa_europaea_NHMUK_57.370,I,104.6363439,Eutheria,Laurasiatheria,Talpa europaea,4.650490947,81.39493184,Group4,I,Group2,5,Group3,Altricial,Insectivore,Faunivore
155,Talpa_europaea_NHMUK_57.371,I,82.50093976,Eutheria,Laurasiatheria,Talpa europaea,4.412809684,64.17615637,Group3,I,Group2,1,Group2,Altricial,Insectivore,Faunivore
156,Talpa_europaea_NHMUK_57.374,I,91.95530702,Eutheria,Laurasiatheria,Talpa europaea,4.521302666,71.53055686,Group3,I,Group2,3,Group2,Altricial,Insectivore,Faunivore
157,Trichosaurus_vulpecula_TV1_adult,I,165.5857018,Metatheria,Marsupialia,Trichosaurus vulpecula,5.109488896,91.47028641,Group4,SA,Group3,8,Group3,Super-altricial,Herbivore,Herbivore
158,Trichosaurus_vulpecula_TV2_100days,A,181.0267665,Metatheria,Marsupialia,Trichosaurus vulpecula,5.198644902,100,Group4,A,Group4,9,Group4,Super-altricial,Herbivore,Herbivore
159,Trichosaurus_vulpecula_TV3_85days,I,146.4790607,Metatheria,Marsupialia,Trichosaurus vulpecula,4.986882488,80.91569193,Group4,I,Group2,7,Group3,Super-altricial,Herbivore,Herbivore
160,Trichosaurus_vulpecula_TV6_35-42days,I,77.02370808,Metatheria,Marsupialia,Trichosaurus vulpecula,4.344113272,42.54824276,Group2,I,Group2,5,Group2,Super-altricial,Herbivore,Herbivore
161,Trichosaurus_vulpecula_TV7_35days,I,65.96707918,Metatheria,Marsupialia,Trichosaurus vulpecula,4.189155817,36.44051123,Group2,I,Group2,4,Group2,Super-altricial,Herbivore,Herbivore
162,Trichosaurus_vulpecula_TV8_68days,I,124.1163489,Metatheria,Marsupialia,Trichosaurus vulpecula,4.821219423,68.56242936,Group3,I,Group2,6,Group3,Super-altricial,Herbivore,Herbivore
163,Trichosaurus_vulpecula_TVAC_14days,E,37.85725625,Metatheria,Marsupialia,Trichosaurus vulpecula,3.633822672,20.91251862,Group1,E,Group1,1,Group1,Super-altricial,Herbivore,Herbivore
164,Trichosaurus_vulpecula_TVPYE_15days,E,50.46259574,Metatheria,Marsupialia,Trichosaurus vulpecula,3.921232383,27.87576485,Group1,E,Group1,2,Group1,Super-altricial,Herbivore,Herbivore
165,Trichosaurus_vulpecula_TVPYK_21days,I,57.31125698,Metatheria,Marsupialia,Trichosaurus vulpecula,4.048497061,31.65899612,Group2,I,Group2,3,Group2,Super-altricial,Herbivore,Herbivore
